order	special_ability	target_self	target_friends	target_enemies	phase
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-94	true	false	false	jar_adjustable_missiles__ability_phase__acc__-94
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-94	true	false	false	jar_adjustable_missiles__ability_phase__acc__-94
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-94	true	false	false	jar_adjustable_missiles__ability_phase__acc__-94
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-94	true	false	false	jar_adjustable_missiles__ability_phase__acc__-94
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-94	true	false	false	jar_adjustable_missiles__ability_phase__acc__-94
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-94	true	false	false	jar_adjustable_missiles__ability_phase__acc__-94
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-94	true	false	false	jar_adjustable_missiles__ability_phase__acc__-94
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-93	true	false	false	jar_adjustable_missiles__ability_phase__acc__-93
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-93	true	false	false	jar_adjustable_missiles__ability_phase__acc__-93
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-93	true	false	false	jar_adjustable_missiles__ability_phase__acc__-93
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-93	true	false	false	jar_adjustable_missiles__ability_phase__acc__-93
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-93	true	false	false	jar_adjustable_missiles__ability_phase__acc__-93
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-93	true	false	false	jar_adjustable_missiles__ability_phase__acc__-93
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-93	true	false	false	jar_adjustable_missiles__ability_phase__acc__-93
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-92	true	false	false	jar_adjustable_missiles__ability_phase__acc__-92
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-92	true	false	false	jar_adjustable_missiles__ability_phase__acc__-92
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-92	true	false	false	jar_adjustable_missiles__ability_phase__acc__-92
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-92	true	false	false	jar_adjustable_missiles__ability_phase__acc__-92
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-92	true	false	false	jar_adjustable_missiles__ability_phase__acc__-92
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-92	true	false	false	jar_adjustable_missiles__ability_phase__acc__-92
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-92	true	false	false	jar_adjustable_missiles__ability_phase__acc__-92
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-91	true	false	false	jar_adjustable_missiles__ability_phase__acc__-91
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-91	true	false	false	jar_adjustable_missiles__ability_phase__acc__-91
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-91	true	false	false	jar_adjustable_missiles__ability_phase__acc__-91
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-91	true	false	false	jar_adjustable_missiles__ability_phase__acc__-91
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-91	true	false	false	jar_adjustable_missiles__ability_phase__acc__-91
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-91	true	false	false	jar_adjustable_missiles__ability_phase__acc__-91
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-91	true	false	false	jar_adjustable_missiles__ability_phase__acc__-91
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-90	true	false	false	jar_adjustable_missiles__ability_phase__acc__-90
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-90	true	false	false	jar_adjustable_missiles__ability_phase__acc__-90
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-90	true	false	false	jar_adjustable_missiles__ability_phase__acc__-90
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-90	true	false	false	jar_adjustable_missiles__ability_phase__acc__-90
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-90	true	false	false	jar_adjustable_missiles__ability_phase__acc__-90
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-90	true	false	false	jar_adjustable_missiles__ability_phase__acc__-90
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-90	true	false	false	jar_adjustable_missiles__ability_phase__acc__-90
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-89	true	false	false	jar_adjustable_missiles__ability_phase__acc__-89
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-89	true	false	false	jar_adjustable_missiles__ability_phase__acc__-89
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-89	true	false	false	jar_adjustable_missiles__ability_phase__acc__-89
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-89	true	false	false	jar_adjustable_missiles__ability_phase__acc__-89
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-89	true	false	false	jar_adjustable_missiles__ability_phase__acc__-89
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-89	true	false	false	jar_adjustable_missiles__ability_phase__acc__-89
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-89	true	false	false	jar_adjustable_missiles__ability_phase__acc__-89
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-88	true	false	false	jar_adjustable_missiles__ability_phase__acc__-88
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-88	true	false	false	jar_adjustable_missiles__ability_phase__acc__-88
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-88	true	false	false	jar_adjustable_missiles__ability_phase__acc__-88
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-88	true	false	false	jar_adjustable_missiles__ability_phase__acc__-88
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-88	true	false	false	jar_adjustable_missiles__ability_phase__acc__-88
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-88	true	false	false	jar_adjustable_missiles__ability_phase__acc__-88
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-88	true	false	false	jar_adjustable_missiles__ability_phase__acc__-88
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-87	true	false	false	jar_adjustable_missiles__ability_phase__acc__-87
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-87	true	false	false	jar_adjustable_missiles__ability_phase__acc__-87
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-87	true	false	false	jar_adjustable_missiles__ability_phase__acc__-87
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-87	true	false	false	jar_adjustable_missiles__ability_phase__acc__-87
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-87	true	false	false	jar_adjustable_missiles__ability_phase__acc__-87
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-87	true	false	false	jar_adjustable_missiles__ability_phase__acc__-87
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-87	true	false	false	jar_adjustable_missiles__ability_phase__acc__-87
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-86	true	false	false	jar_adjustable_missiles__ability_phase__acc__-86
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-86	true	false	false	jar_adjustable_missiles__ability_phase__acc__-86
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-86	true	false	false	jar_adjustable_missiles__ability_phase__acc__-86
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-86	true	false	false	jar_adjustable_missiles__ability_phase__acc__-86
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-86	true	false	false	jar_adjustable_missiles__ability_phase__acc__-86
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-86	true	false	false	jar_adjustable_missiles__ability_phase__acc__-86
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-86	true	false	false	jar_adjustable_missiles__ability_phase__acc__-86
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-85	true	false	false	jar_adjustable_missiles__ability_phase__acc__-85
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-85	true	false	false	jar_adjustable_missiles__ability_phase__acc__-85
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-85	true	false	false	jar_adjustable_missiles__ability_phase__acc__-85
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-85	true	false	false	jar_adjustable_missiles__ability_phase__acc__-85
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-85	true	false	false	jar_adjustable_missiles__ability_phase__acc__-85
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-85	true	false	false	jar_adjustable_missiles__ability_phase__acc__-85
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-85	true	false	false	jar_adjustable_missiles__ability_phase__acc__-85
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-84	true	false	false	jar_adjustable_missiles__ability_phase__acc__-84
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-84	true	false	false	jar_adjustable_missiles__ability_phase__acc__-84
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-84	true	false	false	jar_adjustable_missiles__ability_phase__acc__-84
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-84	true	false	false	jar_adjustable_missiles__ability_phase__acc__-84
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-84	true	false	false	jar_adjustable_missiles__ability_phase__acc__-84
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-84	true	false	false	jar_adjustable_missiles__ability_phase__acc__-84
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-84	true	false	false	jar_adjustable_missiles__ability_phase__acc__-84
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-83	true	false	false	jar_adjustable_missiles__ability_phase__acc__-83
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-83	true	false	false	jar_adjustable_missiles__ability_phase__acc__-83
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-83	true	false	false	jar_adjustable_missiles__ability_phase__acc__-83
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-83	true	false	false	jar_adjustable_missiles__ability_phase__acc__-83
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-83	true	false	false	jar_adjustable_missiles__ability_phase__acc__-83
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-83	true	false	false	jar_adjustable_missiles__ability_phase__acc__-83
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-83	true	false	false	jar_adjustable_missiles__ability_phase__acc__-83
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-82	true	false	false	jar_adjustable_missiles__ability_phase__acc__-82
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-82	true	false	false	jar_adjustable_missiles__ability_phase__acc__-82
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-82	true	false	false	jar_adjustable_missiles__ability_phase__acc__-82
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-82	true	false	false	jar_adjustable_missiles__ability_phase__acc__-82
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-82	true	false	false	jar_adjustable_missiles__ability_phase__acc__-82
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-82	true	false	false	jar_adjustable_missiles__ability_phase__acc__-82
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-82	true	false	false	jar_adjustable_missiles__ability_phase__acc__-82
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-81	true	false	false	jar_adjustable_missiles__ability_phase__acc__-81
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-81	true	false	false	jar_adjustable_missiles__ability_phase__acc__-81
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-81	true	false	false	jar_adjustable_missiles__ability_phase__acc__-81
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-81	true	false	false	jar_adjustable_missiles__ability_phase__acc__-81
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-81	true	false	false	jar_adjustable_missiles__ability_phase__acc__-81
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-81	true	false	false	jar_adjustable_missiles__ability_phase__acc__-81
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-81	true	false	false	jar_adjustable_missiles__ability_phase__acc__-81
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-80	true	false	false	jar_adjustable_missiles__ability_phase__acc__-80
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-80	true	false	false	jar_adjustable_missiles__ability_phase__acc__-80
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-80	true	false	false	jar_adjustable_missiles__ability_phase__acc__-80
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-80	true	false	false	jar_adjustable_missiles__ability_phase__acc__-80
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-80	true	false	false	jar_adjustable_missiles__ability_phase__acc__-80
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-80	true	false	false	jar_adjustable_missiles__ability_phase__acc__-80
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-80	true	false	false	jar_adjustable_missiles__ability_phase__acc__-80
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-79	true	false	false	jar_adjustable_missiles__ability_phase__acc__-79
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-79	true	false	false	jar_adjustable_missiles__ability_phase__acc__-79
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-79	true	false	false	jar_adjustable_missiles__ability_phase__acc__-79
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-79	true	false	false	jar_adjustable_missiles__ability_phase__acc__-79
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-79	true	false	false	jar_adjustable_missiles__ability_phase__acc__-79
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-79	true	false	false	jar_adjustable_missiles__ability_phase__acc__-79
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-79	true	false	false	jar_adjustable_missiles__ability_phase__acc__-79
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-78	true	false	false	jar_adjustable_missiles__ability_phase__acc__-78
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-78	true	false	false	jar_adjustable_missiles__ability_phase__acc__-78
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-78	true	false	false	jar_adjustable_missiles__ability_phase__acc__-78
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-78	true	false	false	jar_adjustable_missiles__ability_phase__acc__-78
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-78	true	false	false	jar_adjustable_missiles__ability_phase__acc__-78
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-78	true	false	false	jar_adjustable_missiles__ability_phase__acc__-78
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-78	true	false	false	jar_adjustable_missiles__ability_phase__acc__-78
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-77	true	false	false	jar_adjustable_missiles__ability_phase__acc__-77
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-77	true	false	false	jar_adjustable_missiles__ability_phase__acc__-77
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-77	true	false	false	jar_adjustable_missiles__ability_phase__acc__-77
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-77	true	false	false	jar_adjustable_missiles__ability_phase__acc__-77
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-77	true	false	false	jar_adjustable_missiles__ability_phase__acc__-77
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-77	true	false	false	jar_adjustable_missiles__ability_phase__acc__-77
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-77	true	false	false	jar_adjustable_missiles__ability_phase__acc__-77
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-76	true	false	false	jar_adjustable_missiles__ability_phase__acc__-76
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-76	true	false	false	jar_adjustable_missiles__ability_phase__acc__-76
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-76	true	false	false	jar_adjustable_missiles__ability_phase__acc__-76
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-76	true	false	false	jar_adjustable_missiles__ability_phase__acc__-76
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-76	true	false	false	jar_adjustable_missiles__ability_phase__acc__-76
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-76	true	false	false	jar_adjustable_missiles__ability_phase__acc__-76
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-76	true	false	false	jar_adjustable_missiles__ability_phase__acc__-76
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-75	true	false	false	jar_adjustable_missiles__ability_phase__acc__-75
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-75	true	false	false	jar_adjustable_missiles__ability_phase__acc__-75
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-75	true	false	false	jar_adjustable_missiles__ability_phase__acc__-75
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-75	true	false	false	jar_adjustable_missiles__ability_phase__acc__-75
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-75	true	false	false	jar_adjustable_missiles__ability_phase__acc__-75
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-75	true	false	false	jar_adjustable_missiles__ability_phase__acc__-75
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-75	true	false	false	jar_adjustable_missiles__ability_phase__acc__-75
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-74	true	false	false	jar_adjustable_missiles__ability_phase__acc__-74
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-74	true	false	false	jar_adjustable_missiles__ability_phase__acc__-74
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-74	true	false	false	jar_adjustable_missiles__ability_phase__acc__-74
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-74	true	false	false	jar_adjustable_missiles__ability_phase__acc__-74
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-74	true	false	false	jar_adjustable_missiles__ability_phase__acc__-74
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-74	true	false	false	jar_adjustable_missiles__ability_phase__acc__-74
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-74	true	false	false	jar_adjustable_missiles__ability_phase__acc__-74
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-73	true	false	false	jar_adjustable_missiles__ability_phase__acc__-73
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-73	true	false	false	jar_adjustable_missiles__ability_phase__acc__-73
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-73	true	false	false	jar_adjustable_missiles__ability_phase__acc__-73
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-73	true	false	false	jar_adjustable_missiles__ability_phase__acc__-73
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-73	true	false	false	jar_adjustable_missiles__ability_phase__acc__-73
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-73	true	false	false	jar_adjustable_missiles__ability_phase__acc__-73
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-73	true	false	false	jar_adjustable_missiles__ability_phase__acc__-73
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-72	true	false	false	jar_adjustable_missiles__ability_phase__acc__-72
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-72	true	false	false	jar_adjustable_missiles__ability_phase__acc__-72
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-72	true	false	false	jar_adjustable_missiles__ability_phase__acc__-72
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-72	true	false	false	jar_adjustable_missiles__ability_phase__acc__-72
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-72	true	false	false	jar_adjustable_missiles__ability_phase__acc__-72
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-72	true	false	false	jar_adjustable_missiles__ability_phase__acc__-72
0	jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-72	true	false	false	jar_adjustable_missiles__ability_phase__acc__-72
0	jar_adjustable_missiles__ability__acc__jar_unit_set_global__-71	true	false	false	jar_adjustable_missiles__ability_phase__acc__-71
0	jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-71	true	false	false	jar_adjustable_missiles__ability_phase__acc__-71
0	jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-71	true	false	false	jar_adjustable_missiles__ability_phase__acc__-71
0	jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-71	true	false	false	jar_adjustable_missiles__ability_phase__acc__-71
0	jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-71	true	false	false	jar_adjustable_missiles__ability_phase__acc__-71
0	jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-71	true	false	false	jar_adjustable_missiles__ability_phase__acc__-71
