mainUnitKey	landUnitKey	caste	category	class	uiGroup	parentGroup	useVanillaParentGroup	numMen	numEngines	numMounts	useHitpointsInCampaign	primaryMissileWeapon	primaryAmmo	arUnitCategory	unitSet
teb_roc_verena	teb_roc_verena	missile_infantry	inf_ranged	inf_mis	missile_infantry_bow	missile_infantry	true	90	0	0	false	teb_bow_militia_verena	24	archer	jar_unit_set_infantry
teb_roc_strygos	teb_roc_strygos	missile_infantry	inf_ranged	inf_mis	missile_infantry_rifle	missile_infantry	true	90	0	0	false	teb_handgunners_strigany	22	archer	jar_unit_set_infantry
teb_roc_organ	teb_roc_organ	warmachine	artillery	art_fld	artillery_field_gun	artillery_war_machines	true	60	4	0	false		96	artillery	jar_unit_set_artillery_war_machines
teb_roc_montecastello	teb_roc_montecastello	missile_cavalry	cavalry	cav_mis	missile_cavalry_bow	missile_cavalry_chariots	true	60	0	60	false	teb_roc_montecastello	18	skirmish	jar_unit_set_cavalry_chariots
teb_tank_ror	teb_tank_ror	chariot	war_machine	chariot	emp_steam_tank	artillery_war_machines	true	9	1	0	true	teb_tank_ror	200	artillery	jar_unit_set_artillery_war_machines
teb_pirazzo_xbows	teb_pirazzo_xbows	missile_infantry	inf_ranged	inf_mis	missile_infantry_bow	missile_infantry	true	60	0	0	false	teb_crossbow	22	archer	jar_unit_set_infantry
teb_marksmen	teb_marksmen	missile_infantry	inf_ranged	inf_mis	missile_infantry_bow	missile_infantry	true	90	0	0	false	teb_crossbow_marksmen	22	archer	jar_unit_set_infantry
teb_besiegers	teb_besiegers	missile_infantry	inf_ranged	inf_mis	missile_infantry_bow	missile_infantry	true	90	0	0	false	teb_crossbow	45	archer	jar_unit_set_infantry
teb_manflayers	teb_manflayers	melee_infantry	inf_melee	inf_mel	wh2_main_def_missile_infantry_bow_shades_great_weapons	missile_infantry	true	80	0	0	false	teb_manflayers	18	melee	jar_unit_set_infantry
teb_bronzino	teb_bronzino	warmachine	artillery	art_fld	artillery_field_gun	artillery_war_machines	true	16	4	0	false		22	artillery	jar_unit_set_artillery_war_machines
teb_birdmen	teb_birdmen	missile_infantry	inf_ranged	inf_mis	flying_missile_infantry	missile_infantry	true	32	0	0	false	teb_crossbow_birdmen	22	skirmish	jar_unit_set_infantry
