effect	icon	priority	icon_negative	category	is_positive_value_good
jar_adjustable_missiles__effect__acc__2__-82	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-82	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-82	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-82	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-81	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-81	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-81	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-81	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-81	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-81	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-80	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-80	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-80	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-80	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-80	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-80	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-79	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-79	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-79	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-79	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-79	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-79	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-78	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-78	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-78	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-78	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-78	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-78	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-77	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-77	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-77	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-77	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-77	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-77	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-76	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-76	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-76	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-76	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-76	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-76	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-75	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-75	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-75	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-75	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-75	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-75	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-74	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-74	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-74	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-74	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-74	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-74	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-73	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-73	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-73	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-73	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-73	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-73	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-72	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-72	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-72	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-72	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-72	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-72	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-71	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-71	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-71	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-71	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-71	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-71	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-70	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-70	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-70	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-70	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-70	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-70	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-69	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-69	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-69	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-69	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-69	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-69	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-68	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-68	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-68	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-68	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-68	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-68	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-67	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-67	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-67	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-67	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-67	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-67	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-66	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-66	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-66	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-66	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-66	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-66	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-65	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-65	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-65	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-65	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-65	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-65	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-64	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-64	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-64	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-64	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-64	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-64	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-63	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-63	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-63	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-63	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-63	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-63	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-62	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-62	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-62	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-62	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-62	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-62	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-61	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-61	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-61	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-61	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-61	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-61	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-60	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-60	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-60	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-60	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-60	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-60	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-59	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-59	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-59	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-59	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-59	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-59	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-58	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-58	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-58	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-58	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-58	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-58	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-57	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-57	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-57	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-57	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-57	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-57	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-56	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-56	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-56	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-56	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-56	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-56	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-55	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-55	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-55	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-55	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-55	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-55	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-54	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-54	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-54	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-54	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-54	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-54	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-53	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-53	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-53	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-53	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-53	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-53	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-52	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-52	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-52	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-52	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-52	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-52	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-51	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-51	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-51	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-51	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-51	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-51	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-50	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-50	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-50	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__3__-50	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__4__-50	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__5__-50	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__0__-49	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__1__-49	general_ability.png	0	general_ability.png	campaign	true
jar_adjustable_missiles__effect__acc__2__-49	general_ability.png	0	general_ability.png	campaign	true
