bonus_value_id	effect	unit_set_ability
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-91	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-91
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-91	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-91
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-90	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-90
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-90	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-90
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-90	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-90
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-90	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-90
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-90	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-90
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-90	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-90
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-89	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-89
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-89	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-89
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-89	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-89
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-89	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-89
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-89	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-89
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-89	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-89
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-88	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-88
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-88	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-88
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-88	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-88
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-88	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-88
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-88	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-88
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-88	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-88
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-87	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-87
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-87	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-87
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-87	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-87
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-87	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-87
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-87	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-87
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-87	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-87
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-86	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-86
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-86	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-86
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-86	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-86
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-86	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-86
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-86	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-86
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-86	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-86
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-85	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-85
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-85	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-85
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-85	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-85
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-85	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-85
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-85	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-85
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-85	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-85
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-84	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-84
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-84	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-84
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-84	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-84
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-84	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-84
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-84	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-84
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-84	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-84
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-83	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-83
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-83	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-83
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-83	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-83
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-83	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-83
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-83	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-83
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-83	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-83
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-82	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-82
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-82	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-82
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-82	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-82
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-82	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-82
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-82	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-82
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-82	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-82
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-81	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-81
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-81	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-81
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-81	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-81
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-81	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-81
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-81	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-81
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-81	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-81
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-80	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-80
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-80	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-80
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-80	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-80
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-80	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-80
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-80	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-80
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-80	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-80
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-79	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-79
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-79	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-79
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-79	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-79
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-79	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-79
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-79	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-79
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-79	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-79
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-78	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-78
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-78	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-78
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-78	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-78
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-78	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-78
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-78	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-78
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-78	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-78
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-77	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-77
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-77	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-77
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-77	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-77
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-77	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-77
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-77	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-77
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-77	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-77
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-76	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-76
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-76	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-76
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-76	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-76
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-76	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-76
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-76	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-76
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-76	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-76
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-75	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-75
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-75	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-75
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-75	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-75
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-75	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-75
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-75	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-75
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-75	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-75
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-74	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-74
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-74	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-74
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-74	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-74
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-74	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-74
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-74	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-74
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-74	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-74
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-73	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-73
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-73	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-73
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-73	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-73
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-73	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-73
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-73	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-73
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-73	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-73
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-72	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-72
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-72	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-72
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-72	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-72
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-72	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-72
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_monsters__-72	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_monsters__-72
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_global__-72	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_global__-72
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_lords_heroes__-71	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_lords_heroes__-71
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_artillery_war_machines__-71	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_artillery_war_machines__-71
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_cavalry_chariots__-71	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_cavalry_chariots__-71
enable	jar_adjustable_missiles__effect__acc__jar_unit_set_infantry__-71	jar_adjustable_missiles__unit_set_ability__acc__jar_unit_set_infantry__-71
