key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-99	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261130				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-99	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261131				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-99	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261132				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-99	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261133				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-99	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261134				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_global__-98	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261135				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-98	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261136				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-98	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261137				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-98	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261138				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-98	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261139				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-98	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261140				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-98	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261141				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_global__-97	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261142				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-97	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261143				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-97	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261144				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-97	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261145				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-97	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261146				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-97	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261147				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-97	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261148				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_global__-96	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261149				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-96	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261150				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-96	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261151				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-96	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261152				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-96	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261153				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-96	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261154				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-96	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261155				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_global__-95	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261156				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-95	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261157				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-95	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261158				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-95	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261159				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-95	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261160				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-95	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261161				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-95	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261162				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_global__-94	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261163				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-94	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261164				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-94	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261165				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-94	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261166				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-94	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261167				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-94	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261168				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-94	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261169				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_global__-93	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261170				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-93	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261171				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-93	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261172				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-93	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261173				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-93	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261174				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-93	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261175				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-93	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261176				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_global__-92	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261177				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_characters__-92	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261178				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-92	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261179				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_single_entities__-92	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261180				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_monstrous__-92	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261181				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-92	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261182				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-92	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	644261183				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	disabled	1	false	1.0000		true					
