key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-93	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-93	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-93	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-93	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-93	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-92	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-92	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-92	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-92	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-92	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-91	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-91	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-91	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-91	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-91	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-90	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-90	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-90	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-90	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-90	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-89	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-89	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-89	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-89	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-89	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-88	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-88	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-88	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-88	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-88	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-87	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-87	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-87	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-87	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-87	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-86	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-86	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-86	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-86	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-86	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-85	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-85	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-85	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-85	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-85	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-84	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-84	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-84	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-84	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-84	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-83	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-83	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-83	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-83	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-83	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-82	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-82	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-82	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-82	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-82	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-81	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-81	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-81	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-81	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-81	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-80	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-80	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-80	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-80	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-80	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-79	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-79	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-79	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-79	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-79	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-78	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-78	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-78	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-78	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-78	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-77	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-77	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-77	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-77	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-77	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-76	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-76	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-76	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-76	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-76	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-75	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-75	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-75	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-75	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-75	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-74	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-74	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-74	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-74	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-74	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-73	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-73	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-73	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-73	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-73	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-72	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-72	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-72	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-72	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-72	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-71	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-71	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-71	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-71	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-71	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-70	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-70	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-70	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-70	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-70	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-69	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-69	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-69	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-69	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-69	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-68	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-68	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-68	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-68	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-68	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-67	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-67	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-67	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-67	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-67	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-66	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-66	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-66	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-66	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-66	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-65	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-65	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-65	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-65	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_monsters__-65	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_lords_heroes__-64	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_artillery_war_machines__-64	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_cavalry_chariots__-64	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
jar_adjustable_missiles__ability__acc__jar_unit_set_infantry__-64	false	jar_accuracy		wh_type_hex		wh_main_anc_group_common	false	false	passive		false
